"Store_name","Address","STATEFP","COUNTYFP","TRACTCE","GEOID","GEOIDFQ","NAME.x","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","NAME.y","Population","Education_Level","Median_Income","moe_Population","moe_Education_Level","MOE_Income","Area_km2","Population_Density","geometry"
"Hyperbole Bookstore","1275 Arrington Road, College Station, TX, 77845","48","041","002025","48041002025","1400000US48041002025","20.25","Census Tract 20.25","G5020","S",4314276,0,30.5596186,-96.2750991,"Census Tract 20.25; Brazos County; Texas",5450,1129,100884,736,296,16837,4.31866565943675,1261.9638633269,c(-96.2653343, 30.5578295)
"Onward Reserve","166 Century Court, College Station, TX, 77840","48","041","002100","48041002100","1400000US48041002100","21","Census Tract 21","G5020","S",4120393,0,30.6193213,-96.338152,"Census Tract 21; Brazos County; Texas",12337,315,24678,435,142,4406,4.12453234419099,2991.12698616013,c(-96.3395298, 30.6251007)
"Barnes & Noble","","48","041","002100","48041002100","1400000US48041002100","21","Census Tract 21","G5020","S",4120393,0,30.6193213,-96.338152,"Census Tract 21; Brazos County; Texas",12337,315,24678,435,142,4406,4.12453234419099,2991.12698616013,c(-96.3412447, 30.6121705)
"All Phone Toys","","48","041","002100","48041002100","1400000US48041002100","21","Census Tract 21","G5020","S",4120393,0,30.6193213,-96.338152,"Census Tract 21; Brazos County; Texas",12337,315,24678,435,142,4406,4.12453234419099,2991.12698616013,c(-96.3437762, 30.621343)
"Burdett & Son Outdoor Adventure Shop","","48","041","001303","48041001303","1400000US48041001303","13.03","Census Tract 13.03","G5020","S",2312657,0,30.6245417,-96.3221629,"Census Tract 13.03; Brazos County; Texas",6375,381,25345,954,135,7947,2.31497632620931,2753.8078587779,c(-96.3272607, 30.6222283)
"H-E-B","1900 Texas Avenue, College Station, TX, 77840","48","041","001607","48041001607","1400000US48041001607","16.07","Census Tract 16.07","G5020","S",557041,0,30.6138018,-96.3221148,"Census Tract 16.07; Brazos County; Texas",1689,129,33036,600,91,12171,0.557602934435817,3029.03714398299,c(-96.3207986, 30.6164027)
"Target","2100 Texas Avenue South, College Station, TX, 77840","48","041","001606","48041001606","1400000US48041001606","16.06","Census Tract 16.06","G5020","S",1169813,0,30.6058307,-96.316748,"Census Tract 16.06; Brazos County; Texas",2892,259,34564,471,130,2168,1.17099188195031,2469.70115214063,c(-96.3147515, 30.6100854)
"Walmart Supercenter","1815 Brothers Boulevard, College Station, TX, 77845","48","041","001801","48041001801","1400000US48041001801","18.01","Census Tract 18.01","G5020","S",2923231,0,30.589813,-96.2979925,"Census Tract 18.01; Brazos County; Texas",5479,558,58148,724,162,10656,2.92618722777452,1872.40240405499,c(-96.3000775, 30.5971125)
"H-E-B","949 William D. Fitch Parkway, College Station, TX, 77845","48","041","002025","48041002025","1400000US48041002025","20.25","Census Tract 20.25","G5020","S",4314276,0,30.5596186,-96.2750991,"Census Tract 20.25; Brazos County; Texas",5450,1129,100884,736,296,16837,4.31866565943675,1261.9638633269,c(-96.260821, 30.5594439)
"AT&T","917 William D. Fitch Parkway, College Station, , 77845","48","041","002025","48041002025","1400000US48041002025","20.25","Census Tract 20.25","G5020","S",4314276,0,30.5596186,-96.2750991,"Census Tract 20.25; Brazos County; Texas",5450,1129,100884,736,296,16837,4.31866565943675,1261.9638633269,c(-96.261429, 30.5574354)
"H-E-B","11675 Wellborn Road, College Station, TX, 77845","48","041","001803","48041001803","1400000US48041001803","18.03","Census Tract 18.03","G5020","S",3326268,0,30.5821958,-96.3118109,"Census Tract 18.03; Brazos County; Texas",5978,1133,63214,936,318,9679,3.32963115718977,1795.39405951663,c(-96.321889, 30.5835721)
"Midas","2715 Texas Avenue South, College Station, TX, 77840","48","041","001702","48041001702","1400000US48041001702","17.02","Census Tract 17.02","G5020","S",2890905,0,30.6062731,-96.2970026,"Census Tract 17.02; Brazos County; Texas",3098,300,47788,511,136,13400,2.89381847052665,1070.55782232124,c(-96.3015308, 30.6018185)
"EVIE + OAK","1255 Arrington Rd, 4000 College Station, Texas 77845","48","041","002025","48041002025","1400000US48041002025","20.25","Census Tract 20.25","G5020","S",4314276,0,30.5596186,-96.2750991,"Census Tract 20.25; Brazos County; Texas",5450,1129,100884,736,296,16837,4.31866565943675,1261.9638633269,c(-96.26317, 30.55898)
"REI CO-OP","615 University Dr E, 300College Station, Texas 77840","48","041","001301","48041001301","1400000US48041001301","13.01","Census Tract 13.01","G5020","S",1644240,0,30.6382251,-96.3233783,"Census Tract 13.01; Brazos County; Texas",2735,135,34516,557,61,9950,1.64588575610752,1661.71922313017,c(-96.330048, 30.632429)
"AGGIELAND OUTFITTERS","303 University Drive E, College Station, Texas 77840","48","041","001301","48041001301","1400000US48041001301","13.01","Census Tract 13.01","G5020","S",1644240,0,30.6382251,-96.3233783,"Census Tract 13.01; Brazos County; Texas",2735,135,34516,557,61,9950,1.64588575610752,1661.71922313017,c(-96.3330679, 30.6301413)
"HULLABALOO AVE","312 George Bush Dr, College Station, Texas 77840","48","041","001608","48041001608","1400000US48041001608","16.08","Census Tract 16.08","G5020","S",1853152,0,30.6056283,-96.3300477,"Census Tract 16.08; Brazos County; Texas",2167,194,26615,648,116,20241,1.85501897942606,1168.18211782958,c(-96.33811631, 30.60533037)
"MAROON U","112 Holleman Drive, College Station, Texas 77840","48","041","001605","48041001605","1400000US48041001605","16.05","Census Tract 16.05","G5020","S",1049271,0,30.5976885,-96.3256864,"Census Tract 16.05; Brazos County; Texas",4175,341,37476,665,120,10945,1.0503286833854,3974.9461916466,c(-96.33340919, 30.59580629)
"MILITARY DEPOT","105 Walton Dr, College Station, Texas 77840","48","041","001303","48041001303","1400000US48041001303","13.03","Census Tract 13.03","G5020","S",2312657,0,30.6245417,-96.3221629,"Census Tract 13.03; Brazos County; Texas",6375,381,25345,954,135,7947,2.31497632620931,2753.8078587779,c(-96.32950629, 30.62348196)
"MSC BOOKSTORE @ TAMU","275 Joe Routt Blvd, College Station, Texas 77843","48","041","002100","48041002100","1400000US48041002100","21","Census Tract 21","G5020","S",4120393,0,30.6193213,-96.338152,"Census Tract 21; Brazos County; Texas",12337,315,24678,435,142,4406,4.12453234419099,2991.12698616013,c(-96.34122291, 30.61222965)
"PRUITT'S FABRIC","318 George Bush Dr, College Station, Texas 77840","48","041","001608","48041001608","1400000US48041001608","16.08","Census Tract 16.08","G5020","S",1853152,0,30.6056283,-96.3300477,"Census Tract 16.08; Brazos County; Texas",2167,194,26615,648,116,20241,1.85501897942606,1168.18211782958,c(-96.33806696, 30.60537555)
"TEXAS AGGIELAND BOOKSTORE - UNIVERSITY DR","327 University Drive, College Station, Texas 77840","48","041","001401","48041001401","1400000US48041001401","14.01","Census Tract 14.01","G5020","S",225664,0,30.6190374,-96.3488972,"Census Tract 14.01; Brazos County; Texas",1542,44,17784,158,54,12855,0.225891046657774,6826.29977068607,c(-96.34647873, 30.61751133)
"THE WAREHOUSE @ C.C. CREATIONS","114 Holleman Drive, College Station, Texas 77840","48","041","001605","48041001605","1400000US48041001605","16.05","Census Tract 16.05","G5020","S",1049271,0,30.5976885,-96.3256864,"Census Tract 16.05; Brazos County; Texas",4175,341,37476,665,120,10945,1.0503286833854,3974.9461916466,c(-96.33338297, 30.5958208)
"SABI BOUTIQU","520 University Drive E., College Station, Texas 77840","48","041","001303","48041001303","1400000US48041001303","13.03","Census Tract 13.03","G5020","S",2312657,0,30.6245417,-96.3221629,"Census Tract 13.03; Brazos County; Texas",6375,381,25345,954,135,7947,2.31497632620931,2753.8078587779,c(-96.33082697, 30.63141609)
"SECOND CHANCE RESALE","2041 Harvey Mitchell Pkwy. S, College Station, Texas 77840","48","041","001604","48041001604","1400000US48041001604","16.04","Census Tract 16.04","G5020","S",2568877,0,30.5957723,-96.3154431,"Census Tract 16.04; Brazos County; Texas",4973,415,31308,874,225,6819,2.57147104742258,1933.91249922277,c(-96.30845956, 30.59446982)
"ACADEMY SPORTS AND OUTDOORS","2511 Earl Rudder Freeway, College Station, Texas 77845","48","041","002001","48041002001","1400000US48041002001","20.01","Census Tract 20.01","G5020","S",12049570,0,30.606426,-96.2783087,"Census Tract 20.01; Brazos County; Texas",4848,1091,132279,383,184,28848,12.0617120444045,401.932991117045,c(-96.28968422, 30.61423635)
"AL'S FORMAL WEAR","1100 Harvey Rd, College Station, Texas 77840","48","041","001704","48041001704","1400000US48041001704","17.04","Census Tract 17.04","G5020","S",1427583,0,30.6209549,-96.302884,"Census Tract 17.04; Brazos County; Texas",2037,318,32962,414,162,5705,1.42901688122161,1425.45551894296,c(-96.308342, 30.624327)
"BEST BUY","805 Texas Ave,  College Station, Texas 77840","48","041","001303","48041001303","1400000US48041001303","13.03","Census Tract 13.03","G5020","S",2312657,0,30.6245417,-96.3221629,"Census Tract 13.03; Brazos County; Texas",6375,381,25345,954,135,7947,2.31497632620931,2753.8078587779,c(-96.32974231, 30.6259399)
"BROWN'S SHOES","2553 Texas Ave, College Station, Texas 77840","48","041","001702","48041001702","1400000US48041001702","17.02","Census Tract 17.02","G5020","S",2890905,0,30.6062731,-96.2970026,"Census Tract 17.02; Brazos County; Texas",3098,300,47788,511,136,13400,2.89381847052665,1070.55782232124,c(-96.305544, 30.604615)
"BURKE'S OUTLET","1200 Harvey Rd, College Station, Texas 77840","48","041","001704","48041001704","1400000US48041001704","17.04","Census Tract 17.04","G5020","S",1427583,0,30.6209549,-96.302884,"Census Tract 17.04; Brazos County; Texas",2037,318,32962,414,162,5705,1.42901688122161,1425.45551894296,c(-96.30769471, 30.62488594)
"CARTERS","1505 University Dr. E , College Station, Texas 77840","48","041","001301","48041001301","1400000US48041001301","13.01","Census Tract 13.01","G5020","S",1644240,0,30.6382251,-96.3233783,"Census Tract 13.01; Brazos County; Texas",2735,135,34516,557,61,9950,1.64588575610752,1661.71922313017,c(-96.3154957, 30.6402262)
"DSW","2026 Texas Ave S, College Station, Texas 77840","48","041","001607","48041001607","1400000US48041001607","16.07","Census Tract 16.07","G5020","S",557041,0,30.6138018,-96.3221148,"Census Tract 16.07; Brazos County; Texas",1689,129,33036,600,91,12171,0.557602934435817,3029.03714398299,c(-96.3188451, 30.6148817)
"SAM'S CLUB","1405 Earl Rudder Fwy S, College Station, Texas 77845","48","041","002016","48041002016","1400000US48041002016","20.16","Census Tract 20.16","G5020","S",63160652,259793,30.6105207,-96.2389247,"Census Tract 20.16; Brazos County; Texas",3627,749,59787,500,195,23656,63.4843390530489,57.1322006986511,c(-96.30326355, 30.633761)
"T.J. MAXX","1128 A Harvey Road, College Station, Texas 77840","48","041","001303","48041001303","1400000US48041001303","13.03","Census Tract 13.03","G5020","S",2312657,0,30.6245417,-96.3221629,"Census Tract 13.03; Brazos County; Texas",6375,381,25345,954,135,7947,2.31497632620931,2753.8078587779,c(-96.31899945, 30.61514005)
"DILLARD'S","1500 Harvey Road, College Station, Texas 77840","48","041","001704","48041001704","1400000US48041001704","17.04","Census Tract 17.04","G5020","S",1427583,0,30.6209549,-96.302884,"Census Tract 17.04; Brazos County; Texas",2037,318,32962,414,162,5705,1.42901688122161,1425.45551894296,c(-96.30275375, 30.62421335)
"AGGIELAND CYCLING","1705 Valley View Dr, College Station, Texas 77840","48","041","001604","48041001604","1400000US48041001604","16.04","Census Tract 16.04","G5020","S",2568877,0,30.5957723,-96.3154431,"Census Tract 16.04; Brazos County; Texas",4973,415,31308,874,225,6819,2.57147104742258,1933.91249922277,c(-96.30472418, 30.60107145)
"PRO SOCCER","1405 Harvey Rd, College Station, Texas 77840","48","041","001302","48041001302","1400000US48041001302","13.02","Census Tract 13.02","G5020","S",2375239,0,30.6322259,-96.3136454,"Census Tract 13.02; Brazos County; Texas",4677,738,56436,742,249,10660,2.37762022768923,1967.09295518801,c(-96.3056674, 30.62689166)
"SPEC'S	","1729 Texas Ave, College Station, Texas 77840","48","041","001303","48041001303","1400000US48041001303","13.03","Census Tract 13.03","G5020","S",2312657,0,30.6245417,-96.3221629,"Census Tract 13.03; Brazos County; Texas",6375,381,25345,954,135,7947,2.31497632620931,2753.8078587779,c(-96.32200925, 30.6175393)
